"","year","country","total","ECA","MNA","SSA","SAS","EAP","LAC","per_capita"
"2",2012,"Austria",49.498473,1.477222,2.409205,37.416197,0,1.04917,7.146679,5.87171125093728
"10",2012,"France",381.75557,12.332742,22.945508,316.080422,0,9.881128,20.51577,5.81264334028181
"17",2012,"Italy",342.705258,8.677602,14.152311,271.730755,0,6.163102,41.981488,5.75591009275372
"168",2004,"Switzerland",42.3629923636364,7.89360872727273,1.05972981818182,28.6479163636364,0,1.89587890909091,2.86585854545455,5.73276619584891
"212",2001,"Luxembourg",2.510784,0.753993,0.242228,1.010916,0,0.503647,0,5.68661797180228
"320",2001,"Luxembourg",2.510784,0.753993,0.242228,1.010916,0,0.503647,0,5.68661797180228
"158",2004,"Luxembourg",2.57186290909091,0.291054545454545,0.0597130909090909,2.09942618181818,0,0.121669090909091,0,5.61425664982154
"104",2005,"Luxembourg",2.60867672727273,0.196666909090909,0.0882665454545454,2.144004,0,0.0304189090909091,0.149320363636364,5.60815185377872
"179",2006,"Germany",459.860619272727,26.8617654545455,11.0132934545455,377.663197090909,0,0,44.3223632727273,5.58242815413352
"114",2005,"Switzerland",41.4788072727273,5.72100109090909,0.525355636363636,32.7733767272727,0,0.467851636363636,1.99122218181818,5.57727119992094
"133",2008,"New Zealand",23.782665,1.577811,0.5523555,15.7363005,0,5.4123615,0.5038365,5.57114596266017
"159",2004,"Netherlands",90.7027243636363,11.1560367272727,1.54452981818182,71.2313225454545,0,2.72463818181818,4.04619709090909,5.57081166621903
"129",2008,"Italy",325.9098105,14.9821965,1.5347205,215.4073425,0,93.985551,0,5.54016524392627
"31",2012,"Sweden",52.608985,1.846964,3.012216,43.695717,0,1.311771,2.742317,5.52651728989742
"177",2006,"Finland",28.7590232727273,1.65288654545455,0.677682545454545,23.7011934545455,0,0,2.72726072727273,5.46098742031359
"52",2011,"New Zealand",23.942799,0.599583,1.50286,17.874658,0,0.498061,3.467637,5.43512190138927
"136",2008,"Portugal",57.3032025,2.490543,3.1762005,37.6717335,0,9.99408,3.9706455,5.42737657267917
"150",2004,"Finland",28.2743727272727,3.52332436363636,0.48768,22.1487556363636,0,0.838504363636364,1.27610836363636,5.40808005168919
"21",2012,"Netherlands",89.851025,3.220037,5.251557,74.311451,0,2.286969,4.781011,5.36265167297903
